/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_048.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_048.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_048.jpg,0,0,0,5.333737E-06
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_116.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_116.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_116.jpg,0,0,0,3.542283E-06
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_198.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_198.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_198.jpg,0,0,0,1.62341E-05
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_295.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_295.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_295.jpg,0,0,0,9.518911E-06
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_386.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_386.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_386.jpg,0,0,0,5.991872E-06
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_470.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_470.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_470.jpg,0,0,0,2.50769E-05
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_543.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_543.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_543.jpg,0,0,0,4.535573E-06
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_632.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_632.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_632.jpg,0,0,0,1.709475E-05
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_728.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_728.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_728.jpg,0,0,0,4.526414E-06
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_817.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_817.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_817.jpg,0,0.08970594,0,0.02346978
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_883.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_883.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_883.jpg,0,0.2767704,0,0.2339925
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_40_966.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_40_966.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_40_966.jpg,0,0.5046959,0,0.6828557
/home/sreekanth/Videos/project/IMG/center_2020_01_06_22_19_41_054.jpg,/home/sreekanth/Videos/project/IMG/left_2020_01_06_22_19_41_054.jpg,/home/sreekanth/Videos/project/IMG/right_2020_01_06_22_19_41_054.jpg,0,0.7737536,0,1.2889
